accession,Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,Unnamed: 14
DBK002033,"3-{2,6,8-trioxo-9-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",C13H21N4O11P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002034,Irosustat,C14H15NO5S,0.0,[M+H]+,[M-H]-,,288628-05-7,,,,,,,,
DBK002035,"(2S)-2,3-bis{[(3R,7R)-3,7,11,15-tetramethylhexadecyl]oxy}propyl (2R)-2-hydroxy-3-[(hydroxyphosphinato)oxy]propyl phosphate",C46H94O11P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002036,"(5R,6S,7S,8S)-5-hydroxymethyl-6,7,8-trihydroxy-tetrazolo[1,5-A]piperidine",C6H10N4O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002037,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",C25H34N8O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002038,Isoamyl alcohol,C5H12O,0.0,[M+H]+,[M-H]-,,123-51-3,,,,,,,,
DBK002039,2-Amino-6-Chloropyrazine,C4H4ClN3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002040,5-Hydroxyamino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,C6H12N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002041,Arginineamide,C6H16N5O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002042,Calcipotriol,C27H40O3,0.0,[M+H]+,[M-H]-,,112965-21-6,,,,,,,,
DBK002043,"5,10-Methylene-6-Hydrofolic Acid",C20H21N7O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002044,Symmetric dimethylarginine,C8H18N4O2,0.0,[M+H]+,[M-H]-,,30344-00-4,,,,,,,,
DBK002045,"(5S)-5-Iododihydro-2,4(1H,3H)-pyrimidinedione",C4H5IN2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002046,Prostaglandin B2,C20H30O4,0.0,[M+H]+,[M-H]-,,13367-85-6,,,,,,,,
DBK002047,"4,5-Dehydro-D-Glucuronic Acid",C6H8O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002048,Palmitoyl-Linoleoyl Phosphatidylcholine,C42H80NO8P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002049,N-(1-carboxy-3-phenylpropyl)phenylalanyl-alpha-asparagine,C23H27N3O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002050,"4-(1,3,2-Dioxaborolan-2-Yloxy)Butan-1-Aminium",C6H15BNO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002051,5-monophosphate-9-beta-D-ribofuranosyl xanthine,C10H14N4O9P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002052,"3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium",C17H19N2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002053,Methyl Methylsulfinylmethyl Sulfide,C3H8OS2,0.0,[M+H]+,[M-H]-,,33577-16-1,,,,,,,,
DBK002054,beta-D-galactose 6-phosphate,C6H13O9P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002055,"Ethyl (4R)-4-{[(2R,5S)-2-(4-fluorobenzyl)-6-methyl-5-{[(5-methyl-1,2-oxazol-3-yl)carbonyl]amino}-4-oxoheptanoyl]amino}-5-[(3S)-2-oxo-3-pyrrolidinyl]pentanoate",C31H41FN4O7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002056,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine-D-Glutamate,C28H43N5O23P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002057,Cyclic GMP,C10H12N5O7P,0.0,[M+H]+,[M-H]-,,7665-99-8,,,,,,,,
DBK002058,"1-(5-Carboxypentyl)-5-[(2,6-Dichlorobenzyl)Oxy]-1 H-Indole-2-Carboxylic Acid",C22H21Cl2NO5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002059,Alpha-D-Galactose-1-Phosphate,C6H13O9P,0.0,[M+H]+,[M-H]-,,2255-14-3,,,,,,,,
DBK002060,2-deoxy-2-fluoro-alpha-D-mannosyl fluoride,C6H10F2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002061,"5,6-dihydroxy-NADP",C21H32N7O19P3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002062,N-beta-D-glucopyranosylacetamide,C8H15NO6,0.0,[M+H]+,[M-H]-,,6983-36-4,,,,,,,,
DBK002063,"5-(3-Amino-4,4-Dihyroxy-Butylsulfanylmethyl)-Tetrahydro-Furan-2,3,4-Triol",C9H17NO6S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002064,Heparin Disaccharide I-S,C12H15NO19S3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002065,EM-1745,C37H51N5O7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002066,5-Iodo-2'-Deoxyuridine-5'-Monophosphate,C9H12IN2O8P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002067,Isopropyl alcohol,C3H8O,0.0,[M+H]+,[M-H]-,,67-63-0,,,,,,,,
DBK002068,1-Hydroxyamine-2-Isobutylmalonic Acid,C7H13NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002069,Triethylene glycol,C6H14O4,0.0,[M+H]+,[M-H]-,,112-27-6,,,,,,,,
DBK002070,2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid,C13H18N2O10P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002071,Carbenoxolone,C34H50O7,0.0,[M+H]+,[M-H]-,,5697-56-3,,,,,,,,
DBK002072,"(2s)-2-[(5-Benzofuran-2-Yl-Thiophen-2-Ylmethyl)-(2,4-Dichloro-Benzoyl)-Amino]-3-Phenyl-Propionic Acid",C29H21Cl2NO4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002073,Flavin-N7 protonated-adenine dinucleotide,C27H34N9O15P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002074,Deoxyuridine-5'-Triphosphate,C9H15N2O14P3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002075,(R)-2-Hydroxy-3-Sulfopropanoic Acid,C3H6O6S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002076,2-Aminothiazoline,C3H6N2S,0.0,[M+H]+,[M-H]-,,1779-81-3,,,,,,,,
DBK002077,RU83876,C30H35N3O9P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002078,S-(D-Carboxybutyl)-L-Homocysteine,C9H17NO4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002079,NADPH,C21H30N7O17P3,0.0,[M+H]+,[M-H]-,,53-57-6,,,,,,,,
DBK002080,Allyl-{6-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-Hexyl-}-Methyl-Amin,C24H28BrNO2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002081,N-Acetyl-Serine,C5H9NO4,0.0,[M+H]+,[M-H]-,,16354-58-8,,,,,,,,
DBK002082,"Mdl 101,146",C29H37F5N4O6,0.0,[M+H]+,[M-H]-,,149859-17-6,,,,,,,,
DBK002083,2-Methoxyestradiol,C19H26O3,0.0,[M+H]+,[M-H]-,,362-07-2,,,,,,,,
DBK002084,"3,6,9,12,15-Pentaoxaheptadecane",C12H26O5,0.0,[M+H]+,[M-H]-,,4353-28-0,,,,,,,,
DBK002085,Selenocysteine,C3H7NO2Se,0.0,[M+H]+,[M-H]-,,10236-58-5,,,,,,,,
DBK002086,3'-O-N-Octanoyl-a-D-Glucopyranosyl-B-D-Fructofuranoside,C20H36O12,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002087,2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid,C11H19N2O7P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002088,Monofluorophosphate ion,FO3P,0.0,[M+H]+,[M-H]-,,15181-43-8,,,,,,,,
DBK002089,Nicotinamide-adenine-dinucleotide-5-hydroxy-4-oxonorvaline,C26H35N8O18P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002090,"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",C15H22N2O5S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002091,3-(Benzyloxy)Pyridin-2-Amine,C12H12N2O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002092,Heparin Disaccharide Iii-S,C12H16NO16S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002093,4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,C25H25N7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002094,Adenosine-5'-Rp-Alpha-Thio-Triphosphate,C10H16N5O12P3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002095,4-Imidazolmethylene-5-Imidazolone Chromophore,C11H15N5O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002096,Methyl-O3-(Alpha-D-Mannose)-Alpha-D-Mannose,C13H24O11,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002097,LY374571,C17H19N7O7,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002098,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-9h-Purin-6-Ylamine",C18H23N5O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002099,Bis-Napthyl Beta-Ketophosphonic Acid,C22H17O4P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002100,S-Methyl Thiocysteine Group,C4H9NO2S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002101,Aminobenzoic acid,C7H7NO2,0.0,[M+H]+,[M-H]-,,150-13-0,,,,,,,,
DBK002102,2'-Monophosphoadenosine-5'-Diphosphate,C10H16N5O13P3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002103,2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid,C7H16NO6P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002104,"1,10-Phenanthroline",C12H8N2,0.0,[M+H]+,[M-H]-,,66-71-7,,,,,,,,
DBK002105,CRA_10762,C20H15ClN4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002106,(1n)-4-N-Butoxyphenylsulfonyl-(2r)-N-Hydroxycarboxamido-(4s)-Methanesulfonylamino-Pyrrolidine,C16H25N3O7S2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002107,N-Acetyl-L-Citrulline,C8H15N3O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002108,"3-Aza-2,3-Dihydrogeranyl Diphosphate",C9H18NO7P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002109,Nz-(1-Carboxyethyl)-Lysine,C9H18N2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002110,"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid",C6H15NO6S,0.0,[M+H]+,[M-H]-,,7365-44-8,,,,,,,,
DBK002111,"2,5-Dimethylpyrimidin-4-Amine",C6H9N3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002112,Adenosine monotungstate,C10H14N5O7W,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002113,Xylose-Derived Imidazole,C7H10N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002114,Myricetin,C15H10O8,0.0,[M+H]+,[M-H]-,,529-44-2,,,,,,,,
DBK002115,"D-gluconhydroximo-1,5-lactam",C6H12N2O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002116,Guanine,C5H5N5O,0.0,[M+H]+,[M-H]-,,73-40-5,,,,,,,,
DBK002117,MMI-175,C38H62N6O8,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002118,Beta-D-Glucose,C6H12O6,0.0,[M+H]+,[M-H]-,,492-61-5,,,,,,,,
DBK002119,Deoxyinosine,C10H12N4O4,0.0,[M+H]+,[M-H]-,,890-38-0,,,,,,,,
DBK002120,nor-NOHA,C5H12N4O3,0.0,[M+H]+,[M-H]-,,189302-40-7,,,,,,,,
DBK002121,Namn,C11H14NO9P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002122,Tolrestat,C16H14F3NO3S,0.0,[M+H]+,[M-H]-,,82964-04-3,,,,,,,,
DBK002123,(E)-2-Fluoro-P-Hydroxycinnamate,C9H6FO3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002124,D-threo-neopterin,C9H11N5O4,0.0,[M+H]+,[M-H]-,,10162-32-0,,,,,,,,
DBK002125,Leucine Phosphonic Acid,C5H14NO3P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002126,"Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",C27H34Cl2N6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002127,5-Bromo-N[2-(Dimethylamino)Ethyl]-9-Aminoacridine-4-Carboxamide,C18H21BrN4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002128,"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One",C10H16N6O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002129,"D-Gluco-2,5-Anhydro-1-Deoxy-1-Phosphonohexitol-6-Phosphate",C6H14O10P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002130,Oxiranpseudoglucose,C7H12O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002131,"3-Hydroxymethyl-5-Aziridinyl-1methyl-2-[1h-Indole-4,7-Dione]-Propanol",C15H18N2O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002132,Methylethylamine,C3H9N,0.0,[M+H]+,[M-H]-,,624-78-2,,,,,,,,
DBK002133,O-(N-acetyl-alpha-D-galactosaminyl)-L-serine,C11H20N2O8,0.0,[M+H]+,[M-H]-,,67262-86-6,,,,,,,,
DBK002134,6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,C19H18N4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002135,L-Rhamnitol,C6H14O5,0.0,[M+H]+,[M-H]-,,488-28-8,,,,,,,,
DBK002136,ES-936,C18H16N2O6,0.0,[M+H]+,[M-H]-,,192820-78-3,,,,,,,,
DBK002137,"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",C3H2N2O4,0.0,[M+H]+,[M-H]-,,66313-36-8,,,,,,,,
DBK002138,"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",C15H14N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002139,2-Fluoroaniline,C6H6FN,0.0,[M+H]+,[M-H]-,,348-54-9,,,,,,,,
DBK002140,1-Deoxy-1-Thio-Heptaethylene Glycol,C14H30O7S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002141,12-Bromododecanoic Acid,C12H23BrO2,0.0,[M+H]+,[M-H]-,,73367-80-3,,,,,,,,
DBK002142,N-Valeric Acid,C5H10O2,0.0,[M+H]+,[M-H]-,,109-52-4,,,,,,,,
DBK002143,6-O-Cyclohexylmethyl Guanine,C12H17N5O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002144,"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",C10H22N2O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002145,"(1r,4s)-2-Azabornane",C9H17N,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002146,"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",C14H21N4O8P2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002147,"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",C29H40N4O7S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002148,Tetrahydropyran,C5H10O,0.0,[M+H]+,[M-H]-,,142-68-7,,,,,,,,
DBK002149,Hydroxyethylcysteine,C5H11NO3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002150,Cyclo(his-pro),C11H14N4O2,0.0,[M+H]+,[M-H]-,,53109-32-3,,,,,,,,
DBK002151,N-Octyl-2-Hydroxyethyl Sulfoxide,C10H22O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002152,"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",C10H14IN5O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002153,"2,4,6-Tribromophenol",C6H3Br3O,0.0,[M+H]+,[M-H]-,,118-79-6,,,,,,,,
DBK002154,"(R,R)-2,3-Butanediol",C4H10O2,0.0,[M+H]+,[M-H]-,,24347-58-8,,,,,,,,
DBK002155,Ethyl Oxo(Piperidin-1-Yl)Acetate,C9H15NO3,0.0,[M+H]+,[M-H]-,,53074-96-7,,,,,,,,
DBK002156,"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",C9H10N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002157,Uridine-5'-diphosphate-mannose,C15H24N2O17P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002158,Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,C13H24O10S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002159,Thiopyrophosphate,H3O6P2S,0.0,[M+H]+,[M-H]-,,68488-87-9,,,,,,,,
DBK002160,Geldanamycin,C29H40N2O9,0.0,[M+H]+,[M-H]-,,30562-34-6,,,,,,,,
DBK002161,Hexadecyl Octanoate,C23H46O2,0.0,[M+H]+,[M-H]-,,29710-31-4,,,,,,,,
DBK002162,Carboxyatractyloside,C31H46O19S2,0.0,[M+H]+,[M-H]-,,33286-30-5,,,,,,,,
DBK002163,"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",C18H21N5O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002164,Quinaldic Acid,C10H7NO2,0.0,[M+H]+,[M-H]-,,93-10-7,,,,,,,,
DBK002165,4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,C14H13FN2O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002166,Trehalose-6-Phosphate,C12H23O14P,0.0,[M+H]+,[M-H]-,,4484-88-2,,,,,,,,
DBK002167,Cytidine-5'-Triphosphate,C9H16N3O14P3,0.0,[M+H]+,[M-H]-,,65-47-4,,,,,,,,
DBK002168,RU90395,C35H36FN3O9,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002169,"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",C9H23NO13P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002170,4-(2-Thienyl)Butyric Acid,C8H10O2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002171,Aminomethylcyclohexane,C7H16N,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002172,{4-[(2S)-2-({[(1S)-1-Carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,C27H33N3O9,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002173,(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,C7H16N2O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002174,3-O-Methylfructose in Linear Form,C7H14O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002175,"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",C9H12N4O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002176,Dioxyselenocysteine,C3H7NO4Se,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002177,Methicillin Acyl-Serine,C20H25N3O9S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002178,2-Deoxy-2-Amino Glucitol-6-Phosphate,C6H16NO8P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002179,Glutamine hydroxamate,C5H10N2O4,0.0,[M+H]+,[M-H]-,,1955-67-5,,,,,,,,
DBK002180,"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",C8H12N2O8,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002181,N-Tridecanoic Acid,C13H26O2,0.0,[M+H]+,[M-H]-,,638-53-9,,,,,,,,
DBK002182,3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,C28H29N3O4S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002183,"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",C19H18O6,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002184,B-nonylglucoside,C15H30O6,0.0,[M+H]+,[M-H]-,,69984-73-2,,,,,,,,
DBK002185,Thymidine 5'-triphosphate,C10H17N2O14P3,0.0,[M+H]+,[M-H]-,,365-08-2,,,,,,,,
DBK002186,Antimonous acid,H3O3Sb,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002187,5-(6-Amino-9h-Purin-9-Yl)-4-Hydroxytetrahydrofuran-3-Yl Dihydrogen Phosphate,C9H12N5O6P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002188,Fluoresceinylthioureido,C23H18N2O5S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002189,Aracytidine 5'-monophosphate,C9H14N3O8P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002190,Undecyl-Phosphinic Acid Butyl Ester,C15H33O2P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002191,"S-(2,4-dinitrophenyl)glutathione",C16H19N5O10S,0.0,[M+H]+,[M-H]-,,26289-39-4,,,,,,,,
DBK002192,4-guanidinobenzoic acid,C8H9N3O2,0.0,[M+H]+,[M-H]-,,16060-65-4,,,,,,,,
DBK002193,Hydrogenobyrinic acid,C45H60N4O14,0.0,[M+H]+,[M-H]-,,23599-55-5,,,,,,,,
DBK002194,S-Methyl Phosphocysteine,C4H10NO5PS,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002195,Thiocoumarin,C14H17NO2S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002196,2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,C15H14N3O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002197,Benzylamine,C7H9N,0.0,[M+H]+,[M-H]-,,100-46-9,,,,,,,,
DBK002198,Methoxy arachidonyl fluorophosphonate,C21H36FO2P,0.0,[M+H]+,[M-H]-,,180509-15-3,,,,,,,,
DBK002199,BMS-181156,C24H26O3,0.0,[M+H]+,[M-H]-,,110368-35-9,,,,,,,,
DBK002200,L-methionine (S)-S-oxide,C5H11NO3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002201,12-Phenylheme,C40H38FeN4O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002202,"4,6-dideoxy-4-amino-beta-D-glucopyranoside",C6H13NO4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002203,D-Glycero-D-Mannopyranose-7-Phosphate,C7H15O10P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002204,Nojirimycine Tetrazole,C6H10N4O4,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002205,"7,8-dihydroinosine",C10H14N4O5,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002206,"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",C24H24N4O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002207,BMSC-0013,C14H26N2O8,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002208,Deoxyamidinoproclavaminic acid,C9H16N4O3,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002209,N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,C33H52N6O4,0.0,[M+H]+,[M-H]-,,164931-25-3,,,,,,,,
DBK002210,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,C19H21N3O3S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002211,(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,C5H13BrO8P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002212,N-Benzylformamide,C8H9NO,0.0,[M+H]+,[M-H]-,,6343-54-0,,,,,,,,
DBK002213,Phosphonothreonine,C4H10NO6P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002214,Etheno-NAD,C23H27N7O14P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002215,Cytidine 5'-diphosphoglycerol,C12H21N3O13P2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002216,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,C20H31N4O16P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002217,2-Hydroxyethyl Disulfide,C4H10O2S2,0.0,[M+H]+,[M-H]-,,1892-29-1,,,,,,,,
DBK002218,9-Methylguanine,C6H7N5O,0.0,[M+H]+,[M-H]-,,5502-78-3,,,,,,,,
DBK002219,(Diaminomethyl-Methyl-Amino)-Acetic Acid,C4H11N3O2,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002220,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,C25H30ClN5O,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002221,Ghavamiol,C9H18NO9S,0.0,[M+H]+,[M-H]-,,,,,,,,,,
DBK002222,Hydantocidin-5'-phosphate,C7H11N2O9P,0.0,[M+H]+,[M-H]-,,,,,,,,,,
